Organism MutS Tudor_domain Tudor_dist PWWP_domain PWWP_dist Tudor_call PWWP_call
"Hippoglossus stenolepis" 2 0 Inf 4 0 Absent Present
"Acomys russatus" 3 0 Inf 6 0 Absent Present
"Fusarium musae" 2 0 Inf 0 2797702 Absent Absent
"Pseudoliparis swirei" 2 0 Inf 4 0 Absent Present
"Hyla sarda" 2 0 Inf 4 0 Absent Present
"Bombina bombina" 1 0 Inf 2 122123 Absent Present
"Microcaecilia unicolor" 1 0 Inf 2 12995 Absent Present
"Marasmius oreades" 2 0 Inf 0 720481 Absent Absent
"Rhinatrema bivittatum" 2 0 Inf 4 0 Absent Present
"Bombus affinis" 1 0 Inf 0 Inf Absent Absent
"Denticeps clupeoides" 1 0 Inf 2 317 Absent Present
"Psilocybe cubensis" 2 0 420379 0 1399195 Absent Absent
"Salarias fasciatus" 2 0 Inf 4 0 Absent Present
"Sphaeramia orbicularis" 2 0 Inf 4 0 Absent Present
"Thalassophryne amazonica" 1 0 34895157 2 3311 Absent Present
"Archocentrus centrarchus" 1 0 Inf 2 6866 Absent Present
"Nymphaea colorata" 1 2 33590 0 1718262 Present Absent
"Gouania willdenowi" 1 0 Inf 2 1991 Absent Present
"Danio aesculapii" 1 0 Inf 2 18319 Absent Present
"Pleuronectes platessa" 3 0 Inf 6 0 Absent Present
"Amblyraja radiata" 1 0 Inf 2 20291 Absent Present
"Drosophila busckii" 3 0 Inf 0 Inf Absent Absent
"Bactrocera neohumeralis" 1 0 Inf 0 Inf Absent Absent
"Cervus canadensis" 2 0 Inf 4 0 Absent Present
"Bombus pyrosoma" 3 0 Inf 0 Inf Absent Absent
"Cotesia glomerata" 9 0 Inf 0 4473696 Absent Absent
"Pseudochaenichthys georgianus" 1 0 Inf 2 1123 Absent Present
"Uranotaenia lowii" 1 0 Inf 0 Inf Absent Absent
"Plasmodium relictum" 2 0 Inf 0 Inf Absent Absent
"Octopus sinensis" 1 0 Inf 2 39351 Absent Present
"Triplophysa rosa" 2 0 Inf 4 1967 Absent Present
"Anopheles cruzii" 1 0 4903569 0 3223760 Absent Absent
"Zootoca vivipara" 1 0 Inf 2 10351 Absent Present
"Anopheles bellator" 1 0 7020924 0 10824737 Absent Absent
"Encephalitozoon romaleae SJ-2008" 2 0 47688 0 24291 Absent Absent
"Neomonachus schauinslandi" 2 0 Inf 2 0 Absent Present
"Panthera uncia" 3 0 36422130 6 0 Absent Present
"Hylaeus volcanicus" 2 0 Inf 0 Inf Absent Absent
"Piliocolobus tephrosceles" 1 0 Inf 2 7741 Absent Present
"Sceloporus undulatus" 2 0 Inf 4 0 Absent Present
"Etheostoma cragini" 1 0 Inf 2 8223 Absent Present
"Zerene cesonia" 2 0 Inf 0 Inf Absent Absent
"Mus caroli" 1 0 Inf 2 7353 Absent Present
"Mastomys coucha" 2 0 Inf 2 2127 Absent Present
"Mus pahari" 1 0 Inf 2 8852 Absent Present
"Belonocnema kinseyi" 2 0 Inf 0 10645298 Absent Absent
"Plasmodium gaboni" 2 0 Inf 0 Inf Absent Absent
"Schistocerca cancellata" 1 0 Inf 0 Inf Absent Absent
"Corythoichthys intestinalis" 1 0 Inf 2 10400 Absent Present
"Schistocerca serialis cubense" 2 0 Inf 0 Inf Absent Absent
"Schistocerca piceifrons" 1 0 Inf 0 Inf Absent Absent
"Hippocampus zosterae" 2 0 Inf 2 0 Absent Present
"Diprion similis" 1 0 13148565 0 3960544 Absent Absent
"Neodiprion fabricii" 1 0 26748033 0 1896599 Absent Absent
"Neodiprion virginianus" 1 0 5531741 0 1958244 Absent Absent
"Sphaerodactylus townsendi" 3 0 2063572 6 0 Absent Present
"Malaya genurostris" 1 0 41550742 0 89927775 Absent Absent
"Fusarium keratoplasticum" 2 0 2213962 0 1814363 Absent Absent
"Toxorhynchites rutilus septentrionalis" 1 0 46907183 0 65984935 Absent Absent
"Drosophila innubila" 1 0 Inf 0 1582670 Absent Absent
"Plasmodium malariae" 3 0 Inf 0 36726 Absent Absent
"Plasmodium sp. gorilla clade G2" 2 0 Inf 0 Inf Absent Absent
"Gigantopelta aegis" 2 0 Inf 2 3508 Absent Present
"Pyricularia pennisetigena" 2 0 Inf 0 Inf Absent Absent
"Vespula pensylvanica" 3 0 Inf 0 2714622 Absent Absent
"Gracilinanus agilis" 1 0 Inf 2 9125 Absent Present
"Stegostoma fasciatum" 1 0 Inf 2 1019 Absent Present
"Salvelinus sp. IW2-2015" 1 0 Inf 2 2280 Absent Present
"Aspergillus niger CBS 513.88" 1 0 Inf 0 Inf Absent Absent
"Verticillium dahliae VdLs.17" 2 0 1069053 0 465699 Absent Absent
"Carica papaya" 1 2 291 0 Inf Present Absent
"Vicugna pacos" 1 0 Inf 2 10665 Absent Present
"Ursus maritimus" 2 0 Inf 4 24 Absent Present
"Cyanistes caeruleus" 1 0 Inf 2 24 Absent Present
"Plasmodium gonderi" 2 0 Inf 0 Inf Absent Absent
"Athene cunicularia" 3 0 Inf 2 24 Absent Present
"Fusarium vanettenii 77-13-4" 2 0 Inf 0 Inf Absent Absent
"Drosophila arizonae" 1 0 Inf 0 510492 Absent Absent
"Trichoderma reesei QM6a" 2 0 726149 0 Inf Absent Absent
"Trichoderma harzianum CBS 226.95" 2 0 Inf 0 Inf Absent Absent
"Trichoderma asperellum CBS 433.97" 2 0 Inf 0 Inf Absent Absent
"Colletotrichum graminicola M1.001" 2 0 Inf 0 Inf Absent Absent
"Aspergillus sydowii CBS 593.65" 2 0 737698 0 375915 Absent Absent
"Paecilomyces variotii" 26 0 2876093 0 3801167 Absent Absent
"Pseudogymnoascus destructans" 2 0 Inf 0 Inf Absent Absent
"Aspergillus aculeatus ATCC 16872" 2 0 Inf 0 1564011 Absent Absent
"Trichosporon asahii var. asahii CBS 2479" 2 0 Inf 0 805688 Absent Absent
"Lodderomyces elongisporus NRRL YB-4239" 2 0 Inf 0 1209949 Absent Absent
"Paracoccidioides lutzii Pb01" 4 0 Inf 0 Inf Absent Absent
"Spathaspora passalidarum NRRL Y-27907" 2 0 Inf 0 Inf Absent Absent
"Yamadazyma tenuis ATCC 10573" 2 0 374539 0 686216 Absent Absent
"Aspergillus versicolor CBS 583.65" 2 0 2247647 0 2738818 Absent Absent
"Ophidiomyces ophidiicola" 82 0 Inf 0 253811 Absent Absent
"Saitoella complicata NRRL Y-17804" 3 0 Inf 0 75115 Absent Absent
"Aspergillus glaucus CBS 516.65" 2 0 Inf 0 684607 Absent Absent
"Metschnikowia bicuspidata var. bicuspidata NRRL YB-4993" 2 0 Inf 0 Inf Absent Absent
"Penicillium subrubescens" 3 0 944486 0 885306 Absent Absent
"Aspergillus fischeri NRRL 181" 2 0 312162 0 Inf Absent Absent
"Thermochaetoides thermophila DSM 1495" 2 0 52641 0 241371 Absent Absent
"Glarea lozoyensis ATCC 20868" 2 0 1385981 0 581070 Absent Absent
"Vanderwaltozyma polyspora DSM 70294" 2 0 Inf 0 Inf Absent Absent
"Aspergillus tanneri" 3 0 Inf 0 Inf Absent Absent
"Exophiala xenobiotica" 3 0 Inf 0 139110 Absent Absent
"Aspergillus udagawae" 7 0 1137954 0 Inf Absent Absent
"Gilbertella persicaria" 2 0 Inf 0 Inf Absent Absent
"Aspergillus alliaceus" 3 0 Inf 0 Inf Absent Absent
"Candida theae" 2 0 Inf 0 Inf Absent Absent
"Cryptococcus amylolentus CBS 6039" 2 0 Inf 0 Inf Absent Absent
"Fonsecaea pedrosoi CBS 271.37" 2 0 666564 0 1401692 Absent Absent
"Talaromyces stipitatus ATCC 10500" 2 0 Inf 0 Inf Absent Absent
"Cokeromyces recurvatus" 2 0 Inf 0 Inf Absent Absent
"Aspergillus clavatus NRRL 1" 2 0 Inf 0 394018 Absent Absent
"Malassezia globosa CBS 7966" 2 0 Inf 0 Inf Absent Absent
"Rhinocladiella mackenziei CBS 650.93" 2 0 Inf 0 Inf Absent Absent
"Cladophialophora carrionii CBS 160.54" 2 0 Inf 0 Inf Absent Absent
"Pichia membranifaciens NRRL Y-2026" 2 0 544727 0 300247 Absent Absent
"Aspergillus costaricaensis CBS 115574" 2 0 319414 0 Inf Absent Absent
"Zasmidium cellare ATCC 36951" 2 0 Inf 0 Inf Absent Absent
"Cryptococcus wingfieldii CBS 7118" 2 0 674794 0 Inf Absent Absent
"Aspergillus neoniger CBS 115656" 2 0 325090 0 Inf Absent Absent
"Aspergillus homomorphus CBS 101889" 2 0 Inf 0 431684 Absent Absent
"Schizosaccharomyces cryophilus OY26" 2 0 424166 0 250774 Absent Absent
"Wallemia mellicola CBS 633.66" 2 0 Inf 0 Inf Absent Absent
"Aspergillus japonicus CBS 114.51" 2 0 Inf 0 Inf Absent Absent
"Aspergillus aculeatinus CBS 121060" 2 0 Inf 0 Inf Absent Absent
"Hyphopichia burtonii NRRL Y-1933" 2 0 Inf 0 676709 Absent Absent
"Aspergillus nomiae NRRL 13137" 2 0 Inf 0 Inf Absent Absent
"Aspergillus steynii IBT 23096" 2 0 Inf 0 Inf Absent Absent
"Aspergillus novofumigatus IBT 16806" 2 0 816667 0 Inf Absent Absent
"Halteromyces radiatus" 2 0 2438379 0 Inf Absent Absent
"Hypoxylon trugodes" 2 0 Inf 0 938957 Absent Absent
"Pseudomassariella vexata" 2 0 Inf 0 Inf Absent Absent
"Radiomyces spectabilis" 4 0 Inf 0 189449 Absent Absent
"Acaromyces ingoldii" 2 0 Inf 0 Inf Absent Absent
"Baudoinia panamericana UAMH 10762" 2 0 Inf 0 Inf Absent Absent
"Aureobasidium namibiae CBS 147.97" 2 0 Inf 0 Inf Absent Absent
"Kwoniella pini CBS 10737" 2 0 Inf 0 Inf Absent Absent
"Kwoniella bestiolae CBS 10118" 2 0 2440463 0 352087 Absent Absent
"Durotheca rogersii" 2 0 Inf 0 Inf Absent Absent
"Filobasidium floriforme" 3 0 Inf 0 518526 Absent Absent
"Aspergillus sclerotioniger CBS 115572" 2 0 Inf 0 Inf Absent Absent
"Linderina pennispora" 3 0 250537 0 218984 Absent Absent
"Neohortaea acidophila" 2 0 364721 0 462102 Absent Absent
"Aspergillus eucalypticola CBS 122712" 2 0 Inf 0 Inf Absent Absent
"Aureobasidium subglaciale EXF-2481" 2 0 138570 0 Inf Absent Absent
"Fimicolochytrium jonesii" 2 0 703352 0 957201 Absent Absent
"Capronia coronata CBS 617.96" 2 0 Inf 0 1551769 Absent Absent
"Lachancea lanzarotensis" 2 0 Inf 0 627811 Absent Absent
"Aspergillus vadensis CBS 113365" 2 0 683692 0 Inf Absent Absent
"Lobosporangium transversale" 3 0 Inf 0 Inf Absent Absent
"Cladophialophora yegresii CBS 114405" 2 0 417115 0 Inf Absent Absent
"Aspergillus heteromorphus CBS 117.55" 2 0 18949 0 Inf Absent Absent
"Jaminaea rosea" 2 0 317943 0 2466167 Absent Absent
"Meira miltonrushii" 2 0 Inf 0 613802 Absent Absent
"Cladophialophora bantiana CBS 173.52" 2 0 Inf 0 1179252 Absent Absent
"Kwoniella dejecticola CBS 10117" 2 0 1362793 0 1713232 Absent Absent
"Cyphellophora europaea CBS 101466" 2 0 Inf 0 Inf Absent Absent
"Exophiala aquamarina CBS 119918" 2 0 Inf 0 Inf Absent Absent
"Kwoniella mangroviensis CBS 8507" 2 0 Inf 0 Inf Absent Absent
"Venustampulla echinocandica" 2 0 Inf 0 Inf Absent Absent
"Trematosphaeria pertusa" 2 0 Inf 0 572052 Absent Absent
"Aspergillus piperis CBS 112811" 2 0 321393 0 Inf Absent Absent
"Neoarthrinium moseri" 4 0 Inf 0 Inf Absent Absent
"Emericellopsis atlantica" 2 0 616284 0 Inf Absent Absent
"Aaosphaeria arxii CBS 175.79" 2 0 407904 0 89813 Absent Absent
"Synchytrium microbalum" 2 0 Inf 0 Inf Absent Absent
"Kwoniella shandongensis" 2 0 Inf 0 232448 Absent Absent
"Cladophialophora psammophila CBS 110553" 2 0 Inf 0 2074487 Absent Absent
"Pseudomicrostroma glucosiphilum" 2 0 13628 0 115059 Absent Absent
"Polychytrium aggregatum" 2 0 Inf 0 Inf Absent Absent
"Kuraishia capsulata CBS 1993" 2 0 455891 0 575554 Absent Absent
"Gamsiella multidivaricata" 3 0 Inf 0 Inf Absent Absent
"Xylona heveae TC161" 2 0 Inf 0 808163 Absent Absent
"Wallemia ichthyophaga EXF-994" 2 0 297308 0 Inf Absent Absent
"Zychaea mexicana" 2 0 Inf 0 Inf Absent Absent
"Aspergillus fijiensis CBS 313.89" 2 0 Inf 0 53667 Absent Absent
"Westerdykella ornata" 2 0 Inf 0 149280 Absent Absent
"Kalmanozyma brasiliensis GHG001" 2 0 Inf 0 181323 Absent Absent
"Aspergillus ibericus CBS 121593" 2 0 984114 0 Inf Absent Absent
"Dissoconium aciculare CBS 342.82" 2 0 304926 0 601063 Absent Absent
"Aspergillus uvarum CBS 121591" 2 0 Inf 0 Inf Absent Absent
"Diplodia corticola" 2 0 Inf 0 Inf Absent Absent
"Aspergillus brunneoviolaceus CBS 621.78" 2 0 Inf 0 Inf Absent Absent
"Aspergillus bombycis" 2 0 Inf 0 Inf Absent Absent
"Pseudovirgaria hyperparasitica" 2 0 Inf 0 Inf Absent Absent
"Macroventuria anomochaeta" 2 0 Inf 0 Inf Absent Absent
"Aspergillus mulundensis" 2 0 Inf 0 Inf Absent Absent
"Ceraceosorus guamensis" 2 0 Inf 0 Inf Absent Absent
"Babjeviella inositovora NRRL Y-12698" 2 0 327004 0 119728 Absent Absent
"Candida margitis" 4 0 Inf 0 Inf Absent Absent
"Aspergillus pseudonomiae" 3 0 Inf 0 682001 Absent Absent
"Penicilliopsis zonata CBS 506.65" 2 0 Inf 0 Inf Absent Absent
"Mytilinidion resinicola" 2 0 50244 0 Inf Absent Absent
"Suhomyces tanzawaensis NRRL Y-17324" 2 0 Inf 0 473943 Absent Absent
"Eremomyces bilateralis CBS 781.70" 2 0 Inf 0 Inf Absent Absent
"Lachnellula hyalina" 2 0 Inf 0 Inf Absent Absent
"Candida oxycetoniae" 2 0 134559 0 Inf Absent Absent
"Lichtheimia ornata" 2 0 Inf 0 Inf Absent Absent
"Didymella exigua CBS 183.55" 2 0 Inf 0 Inf Absent Absent
"Tilletiaria anomala UBC 951" 2 0 Inf 0 Inf Absent Absent
"Aplosporella prunicola CBS 121167" 2 0 Inf 0 282805 Absent Absent
"Sodiomyces alkalinus F11" 2 0 Inf 0 Inf Absent Absent
"Lindgomyces ingoldianus" 2 0 Inf 0 Inf Absent Absent
"Aspergillus caelatus" 2 0 Inf 0 Inf Absent Absent
"Dacryopinax primogenitus" 2 0 Inf 0 Inf Absent Absent
"Rasamsonia emersonii CBS 393.64" 2 0 Inf 0 Inf Absent Absent
"Debaryomyces fabryi" 4 0 Inf 0 Inf Absent Absent
"Mitosporidium daphniae" 2 0 Inf 0 Inf Absent Absent
"Monoraphidium neglectum" 4 0 Inf 0 Inf Absent Absent
"Penicillium malachiteum" 4 0 526436 0 801590 Absent Absent
"Penicillium robsamsonii" 2 0 495943 0 594727 Absent Absent
"Aspergillus melleus" 3 0 3267438 0 161787 Absent Absent
"Penicillium samsonianum" 2 0 631089 0 Inf Absent Absent
"Penicillium angulare" 3 0 224430 0 3341615 Absent Absent
"Saprochaete ingens" 2 0 1757732 0 1676039 Absent Absent
"Botrytis porri" 3 0 Inf 0 250492 Absent Absent
"Botrytis sinoallii" 2 0 Inf 0 382396 Absent Absent
"Botrytis byssoidea" 2 0 Inf 0 Inf Absent Absent
"Penicillium arizonense" 2 0 Inf 0 Inf Absent Absent
"Ogataea philodendri" 2 0 711316 0 373764 Absent Absent
"Fonsecaea nubica" 2 0 Inf 0 Inf Absent Absent
"Fonsecaea monophora" 2 0 Inf 0 Inf Absent Absent
"Pseudogymnoascus verrucosus" 2 0 Inf 0 Inf Absent Absent
"Fusarium tjaetaba" 2 0 Inf 0 Inf Absent Absent
"Diutina rugosa" 2 0 Inf 0 Inf Absent Absent
"Nicotiana tabacum" 2 4 297 0 Inf Present Absent
"Solanum tuberosum" 5 10 282 0 4361317 Present Absent
"Camellia sinensis" 2 4 318 0 Inf Present Absent
"Penaeus vannamei" 4 0 Inf 3 10258 Absent Present
"Mesocricetus auratus" 1 0 Inf 2 10428 Absent Present
"Cricetulus griseus" 6 0 Inf 12 0 Absent Present
"Chlorocebus sabaeus" 5 0 Inf 10 0 Absent Present
"Beauveria bassiana ARSEF 2860" 2 0 Inf 0 Inf Absent Absent
"Trypanosoma cruzi" 9 0 Inf 0 27070 Absent Absent
"Mustela putorius furo" 4 0 Inf 6 0 Absent Present
"Pimephales promelas" 2 0 Inf 4 13051 Absent Present
"Tetrahymena thermophila SB210" 8 0 Inf 0 Inf Absent Absent
"Paralichthys olivaceus" 2 0 Inf 4 0 Absent Present
"Micropterus salmoides" 1 0 9502003 2 1394 Absent Present
"Bemisia tabaci" 1 0 Inf 0 Inf Absent Absent
"Jatropha curcas" 2 4 8565 0 242269 Present Absent
"Strongylocentrotus purpuratus" 1 0 Inf 2 50916 Absent Present
"Cavia porcellus" 1 0 Inf 2 9724 Absent Present
"Candida tropicalis MYA-3404" 2 0 Inf 0 Inf Absent Absent
"Dicentrarchus labrax" 2 0 Inf 4 0 Absent Present
"Phytophthora infestans T30-4" 4 0 Inf 0 Inf Absent Absent
"Prunus avium" 1 2 189 0 Inf Present Absent
"Apis cerana" 1 0 Inf 0 Inf Absent Absent
"Entamoeba histolytica HM-1:IMSS" 2 0 Inf 0 Inf Absent Absent
"Chenopodium quinoa" 3 6 0 0 Inf Present Absent
"Tetranychus urticae" 1 0 Inf 0 Inf Absent Absent
"Heterocephalus glaber" 3 0 Inf 6 834 Absent Present
"Trichoderma atroviride IMI 206040" 2 0 Inf 0 902529 Absent Absent
"Musca domestica" 1 0 Inf 0 Inf Absent Absent
"Anser cygnoides" 1 0 Inf 2 12682 Absent Present
"Sclerotinia sclerotiorum 1980 UF-70" 3 0 Inf 0 244529 Absent Absent
"Brugia malayi" 2 0 Inf 0 3577444 Absent Absent
"Ixodes scapularis" 3 0 Inf 4 1685 Absent Present
"Pleurotus ostreatus" 2 0 505213 0 1055450 Absent Absent
"Arabidopsis lyrata subsp. lyrata" 2 4 6647 0 11217486 Present Absent
"Cordyceps militaris CM01" 2 0 Inf 0 991989 Absent Absent
"Pyrus x bretschneideri" 4 4 0 0 1439187 Present Absent
"Fusarium solani" 4 0 2183924 0 Inf Absent Absent
"Nothobranchius furzeri" 6 0 Inf 12 0 Absent Present
"Penaeus japonicus" 2 0 Inf 4 0 Absent Present
"Nelumbo nucifera" 3 6 0 0 4581900 Present Absent
"Malassezia japonica" 1 0 Inf 0 18756 Absent Absent
"Emydomyces testavorans" 1 0 568860 0 3631388 Absent Absent
"Malassezia brasiliensis" 1 0 Inf 0 77170 Absent Absent
"Malassezia obtusa" 1 0 Inf 0 Inf Absent Absent
"Malassezia cuniculi" 1 0 438603 0 310590 Absent Absent
"Malassezia psittaci" 1 0 Inf 0 Inf Absent Absent
"Malassezia yamatoensis" 1 0 199580 0 44997 Absent Absent
"Malassezia caprae" 1 0 116642 0 174756 Absent Absent
"Monopterus albus" 1 0 Inf 2 9954 Absent Present
"Coprinopsis cinerea okayama7#130" 2 0 Inf 0 531623 Absent Absent
"Aureobasidium pullulans EXF-150" 2 0 164601 0 770891 Absent Absent
"Agaricus bisporus var. bisporus H97" 1 0 96791 0 Inf Absent Absent
"Ostrinia furnacalis" 2 0 Inf 0 Inf Absent Absent
"Macaca nemestrina" 2 0 Inf 4 24 Absent Present
"Echinococcus granulosus" 3 0 Inf 0 6330865 Absent Absent
"Aplysia californica" 1 0 Inf 2 43670 Absent Present
"Eimeria tenella" 2 0 Inf 0 Inf Absent Absent
"Panonychus citri" 1 0 Inf 0 Inf Absent Absent
"Ceratitis capitata" 3 0 Inf 0 10359255 Absent Absent
"Cimex lectularius" 1 0 Inf 0 Inf Absent Absent
"Homarus americanus" 1 0 Inf 2 87244 Absent Present
"Exaiptasia diaphana" 2 0 Inf 2 210 Absent Present
"Acropora digitifera" 2 0 Inf 2 18743 Absent Present
"Penicillium expansum" 5 0 623806 0 4351871 Absent Absent
"Paramecium tetraurelia" 12 0 224577 0 Inf Absent Absent
"Schizophyllum commune H4-8" 2 0 Inf 0 Inf Absent Absent
"Orbilia oligospora ATCC 24927" 2 0 Inf 0 Inf Absent Absent
"Marmota monax" 11 0 Inf 22 0 Absent Present
"Varroa destructor" 4 0 Inf 0 8117342 Absent Absent
"Momordica charantia" 1 0 835600 0 Inf Absent Absent
"Colletotrichum fructicola" 7 0 596115 0 Inf Absent Absent
"Wickerhamomyces anomalus NRRL Y-366-8" 2 0 307335 0 Inf Absent Absent
"Moschus berezovskii" 2 0 Inf 4 0 Absent Present
"Phascolarctos cinereus" 1 0 Inf 2 18719 Absent Present
"Drosophila virilis" 3 0 Inf 0 3900911 Absent Absent
"Andrographis paniculata" 2 4 0 0 Inf Present Absent
"Lasiodiplodia theobromae" 4 0 3234192 0 60807 Absent Absent
"Parasteatoda tepidariorum" 3 0 Inf 0 Inf Absent Absent
"Pocillopora damicornis" 2 0 Inf 4 19939 Absent Present
"Stylophora pistillata" 1 0 Inf 2 29984 Absent Present
"Orbicella faveolata" 1 0 Inf 2 28378 Absent Present
"Podospora anserina S mat+" 1 0 Inf 0 Inf Absent Absent
"Histoplasma capsulatum G186AR" 2 0 Inf 0 3210424 Absent Absent
"Metarhizium acridum CQMa 102" 1 0 Inf 0 Inf Absent Absent
"Fusarium proliferatum ET1" 1 0 345663 0 Inf Absent Absent
"Populus alba" 2 2 209 0 1772846 Present Absent
"Branchiostoma belcheri" 2 0 Inf 4 19058 Absent Present
"Dendroctonus ponderosae" 4 0 Inf 0 443705 Absent Absent
"Metarhizium robertsii ARSEF 23" 1 0 1531964 0 936961 Absent Absent
"Schizosaccharomyces japonicus yFS275" 1 0 118719 0 707131 Absent Absent
"Penicillium digitatum Pd1" 1 0 Inf 0 Inf Absent Absent
"Plenodomus lingam JN3" 2 0 Inf 0 Inf Absent Absent
"Colossoma macropomum" 1 0 Inf 2 11953 Absent Present
"Citrus clementina" 2 4 8457 0 1578160 Present Absent
"Manis javanica" 3 0 Inf 6 7854 Absent Present
"Myodes glareolus" 3 0 Inf 6 0 Absent Present
"Myotis lucifugus" 4 0 Inf 8 0 Absent Present
"Acanthaster planci" 1 0 Inf 2 2725 Absent Present
"Haplochromis burtoni" 4 0 Inf 8 0 Absent Present
"Meriones unguiculatus" 2 0 Inf 4 24 Absent Present
"Populus euphratica" 3 4 0 0 1806560 Present Absent
"Pediculus humanus corporis" 2 0 Inf 4 259 Absent Present
"Trichoderma virens Gv29-8" 2 0 Inf 0 840709 Absent Absent
"Seriola lalandi dorsalis" 1 0 Inf 2 5882 Absent Present
"Patiria miniata" 1 0 Inf 2 958 Absent Present
"Amphibalanus amphitrite" 6 0 Inf 0 Inf Absent Absent
"Lucilia sericata" 3 0 Inf 0 Inf Absent Absent
"Halyomorpha halys" 1 0 Inf 0 Inf Absent Absent
"Papilio xuthus" 2 0 Inf 0 3187272 Absent Absent
"Amphimedon queenslandica" 1 0 Inf 0 Inf Absent Absent
"Frankliniella occidentalis" 1 0 Inf 2 5442 Absent Present
"Aspergillus tubingensis" 8 0 317028 0 1040739 Absent Absent
"Volvox carteri f. nagariensis" 2 0 Inf 0 Inf Absent Absent
"Coccidioides posadasii C735 delta SOWgp" 2 0 552049 0 Inf Absent Absent
"Rhizopus microsporus ATCC 52813" 2 0 Inf 0 643308 Absent Absent
"Drosophila mojavensis" 3 0 Inf 0 528038 Absent Absent
"Rousettus aegyptiacus" 7 0 Inf 8 0 Absent Present
"Haliotis rufescens" 2 0 Inf 4 2029 Absent Present
"Trematomus bernacchii" 1 0 Inf 2 1582 Absent Present
"Camponotus floridanus" 6 0 Inf 0 Inf Absent Absent
"Harpegnathos saltator" 3 0 Inf 0 Inf Absent Absent
"Naegleria fowleri" 2 0 Inf 0 Inf Absent Absent
"Cyclospora cayetanensis" 3 0 Inf 0 Inf Absent Absent
"Dromaius novaehollandiae" 3 0 Inf 6 0 Absent Present
"Purpureocillium lilacinum" 6 0 1431135 0 Inf Absent Absent
"Selaginella moellendorffii" 10 0 Inf 0 Inf Absent Absent
"Galdieria sulphuraria" 6 0 Inf 0 Inf Absent Absent
"Zonotrichia albicollis" 1 0 Inf 2 30512 Absent Present
"Anoplophora glabripennis" 2 0 Inf 0 Inf Absent Absent
"Mizuhopecten yessoensis" 4 0 Inf 8 0 Absent Present
"Cucurbita maxima" 1 2 282 0 564695 Present Absent
"Vigna umbellata" 1 0 Inf 0 Inf Absent Absent
"Aureococcus anophagefferens" 5 9 75 0 698421 Present Absent
"Pteropus alecto" 2 0 Inf 4 10364 Absent Present
"Tarenaya hassleriana" 1 2 279 0 4377705 Present Absent
"Phalaenopsis equestris" 3 6 0 0 Inf Present Absent
"Alligator mississippiensis" 4 0 Inf 8 0 Absent Present
"Limulus polyphemus" 1 0 Inf 2 47409 Absent Present
"Exophiala dermatitidis NIH/UT8656" 2 0 Inf 0 860789 Absent Absent
"Postia placenta MAD-698-R-SB12" 4 0 Inf 0 Inf Absent Absent
"Penicillium citrinum" 2 0 211313 0 Inf Absent Absent
"Pungitius pungitius" 3 0 Inf 6 0 Absent Present
"Leptopilina boulardi" 1 0 Inf 0 Inf Absent Absent
"Onthophagus taurus" 1 0 Inf 0 Inf Absent Absent
"Dermatophagoides pteronyssinus" 3 0 Inf 0 372372 Absent Absent
"Cucurbita moschata" 1 2 8057 0 611047 Present Absent
"Papilio polytes" 1 0 Inf 0 Inf Absent Absent
"Auxenochlorella protothecoides" 3 6 279 0 Inf Present Absent
"Amborella trichopoda" 3 6 0 0 Inf Present Absent
"Agrilus planipennis" 1 0 Inf 0 Inf Absent Absent
"Chlorella variabilis" 2 4 6841 0 Inf Present Absent
"Alligator sinensis" 1 0 Inf 0 27902 Absent Absent
"Coccidioides immitis RS" 2 0 776359 0 1904933 Absent Absent
"Ceratotherium simum simum" 1 0 Inf 2 11023 Absent Present
"Laccaria bicolor S238N-H82" 2 0 259299 0 Inf Absent Absent
"Struthio camelus australis" 2 0 Inf 4 18 Absent Present
"Bison bison bison" 2 0 Inf 2 10468 Absent Present
"Aureobasidium melanogenum CBS 110374" 2 0 Inf 0 Inf Absent Absent
"Microsporum canis CBS 113480" 2 0 34613 0 Inf Absent Absent
"Puccinia graminis f. sp. tritici CRL 75-36-700-3" 2 0 Inf 0 Inf Absent Absent
"Ochotona curzoniae" 2 0 Inf 2 0 Absent Present
"Artibeus jamaicensis" 6 0 Inf 12 0 Absent Present
"Syngnathus scovelli" 1 0 2570923 2 631 Absent Present
"Morchella importuna" 2 0 Inf 0 Inf Absent Absent
"Aspergillus welwitschiae" 2 0 1435593 0 Inf Absent Absent
"Bombyx mandarina" 2 0 Inf 0 Inf Absent Absent
"Bactrocera oleae" 1 0 Inf 0 Inf Absent Absent
